simulation,L_0,kc1,kc2,kc3,kc4,kc5,kc6,kc7,kc8,kc9,kf0,kf1,kf2,kf3,kf4,kf5,kf6,kf7,kf8,kr0,kr1,kr2,kr3,kr4,kr5,kr6,kr7,kr8,MOMP_sig_0,USM1_0,USM2_0,USM3_0,kc0,TRAIL_conc
22,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,98755.11818947273,1014.2647934053584,712.1535616597045,819.8079574702095,8.587438144968843e-06,10ng/mL
24,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,82812.72870553013,1612.873983885938,842.3669733251718,1360.1242215313491,8.118036773649871e-06,10ng/mL
26,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,68303.83308848945,1066.0902114013097,1094.0529394325308,1418.3780976374487,1.0763881903989796e-05,10ng/mL
28,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,114805.65439787149,1117.4635182116817,1064.4082085823734,994.648694484742,1.0126336981975906e-05,10ng/mL
30,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,116682.99539358064,1211.124231846389,1195.4615840842039,725.1564013928784,1.202545968747602e-05,10ng/mL
32,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,90642.00373617877,975.850198324792,1146.0692886181869,970.4682356264801,1.337942794124429e-05,10ng/mL
34,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,97294.08442003906,821.6296758969838,993.7091050107583,1212.3380015788175,1.065135394656122e-05,10ng/mL
36,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,91265.65115958505,695.5016159652182,1276.3839073987942,805.8486668224282,1.1603513269565085e-05,10ng/mL
38,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,113343.07463151467,1139.0791167309035,882.2243613104836,871.2609825352112,1.2649096194596326e-05,10ng/mL
40,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,72352.48237443644,933.4914574984731,783.1590927172972,902.3687857567636,8.025211233317166e-06,10ng/mL
42,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,95394.66932224193,975.4786426296788,903.5390296243896,1405.739926971301,6.631035568385986e-06,10ng/mL
44,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,85328.80466584695,1006.209162186359,1159.7528792281396,1118.4080478838519,9.416154753388097e-06,10ng/mL
46,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,99794.17138286584,1141.7288704572286,1141.515460377919,1323.5240831341578,1.3594733348361528e-05,10ng/mL
48,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,152056.21530464038,1124.0762105353047,990.1166244609444,667.3987982322459,1.407180826188378e-05,10ng/mL
50,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,103074.45861751023,1283.2390380629872,1182.2652196319216,860.0598807900293,1.5438081199774518e-05,10ng/mL
52,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,82319.04676686355,785.7610147754318,1095.0231747685718,1255.9892559011694,8.903574572230998e-06,10ng/mL
54,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,86344.33445630436,916.5966790989917,935.7848247445244,806.6038485482911,8.904801711197957e-06,10ng/mL
56,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,97333.51661082082,1099.9468364938923,888.4426491137132,1008.321205757765,8.808603069431296e-06,10ng/mL
58,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,99807.50627330944,1449.1998382106876,1222.2780014873156,977.258625146706,1.2244160253802595e-05,10ng/mL
60,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,74947.83456543897,1251.132718893532,704.0294802468085,894.0515341554848,8.252166128330801e-06,10ng/mL
62,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,155989.92612715118,1171.8762632318108,990.3147437336792,1291.0371336179076,8.864663621449483e-06,10ng/mL
64,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,167236.16560636007,926.2240997981512,944.9422148557616,1293.8266398972814,1.1278751600176371e-05,10ng/mL
66,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,124134.53744396026,989.6677291346583,943.5397644524301,866.220798479649,9.346639384176995e-06,10ng/mL
68,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,85530.26918882827,1130.6534100316526,1222.8327654297275,919.9836526284382,9.924092218362131e-06,10ng/mL
70,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,69327.75482925799,881.4488722909306,1058.253670018966,1376.8467235719552,1.2640632800209704e-05,10ng/mL
72,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,101620.17072140817,863.3955601068914,868.3715534307518,694.934665383189,1.0636331429755772e-05,10ng/mL
74,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,76620.37641487662,831.0516477648391,1111.8551174683403,1068.3972741029063,1.0035701421063541e-05,10ng/mL
76,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,83673.90830145053,1177.2658788870453,1097.5718925121473,940.0858210990724,1.1298802104753023e-05,10ng/mL
78,600.0,0.3293555993946035,0.01092718274749643,0.02953305942514223,0.003390591042281409,8.496120256720222e-06,0.0051848572610866395,0.003900396202721525,0.16779929893524126,8.285712780185141e-08,1.1559493308686821e-07,1.9308364494918976e-06,1.4886728248056901e-08,3.82096808556188e-06,1.6160929670043826e-05,8.691830819124296e-10,7.691742022159219e-07,1.9819548490104475e-05,1.7604007446693445e-05,1.04056134130245e-05,0.0017144670166327454,0.06876310841811545,1.3922999981010189e-05,0.017181813841895544,0.001156199031945081,0.0007354175896526466,0.00018218241561296968,0.0013485480390155733,73627.13217965608,1604.7430204557318,786.8854071669655,1028.606625230813,1.0074445330603313e-05,10ng/mL
