TRAIL_conc,simulation,apoptosis
10ng/mL,130,1
10ng/mL,131,1
10ng/mL,132,0
10ng/mL,133,0
10ng/mL,134,0
10ng/mL,135,0
10ng/mL,136,0
10ng/mL,137,0
10ng/mL,138,0
10ng/mL,139,0
10ng/mL,140,0
10ng/mL,141,0
10ng/mL,142,1
10ng/mL,143,0
10ng/mL,144,0
10ng/mL,145,1
10ng/mL,146,0
10ng/mL,147,0
10ng/mL,148,1
10ng/mL,149,0
10ng/mL,150,1
10ng/mL,151,0
10ng/mL,152,0
10ng/mL,153,0
10ng/mL,154,0
10ng/mL,155,0
10ng/mL,156,0
10ng/mL,157,1
10ng/mL,158,0
10ng/mL,159,0
10ng/mL,160,0
10ng/mL,161,0
10ng/mL,162,0
10ng/mL,163,0
10ng/mL,164,0
10ng/mL,165,0
10ng/mL,166,0
10ng/mL,167,0
10ng/mL,168,0
10ng/mL,169,1
10ng/mL,170,0
10ng/mL,171,1
10ng/mL,172,1
10ng/mL,173,0
10ng/mL,174,0
10ng/mL,175,0
10ng/mL,176,0
10ng/mL,177,1
10ng/mL,178,1
10ng/mL,179,1
10ng/mL,180,1
10ng/mL,181,1
10ng/mL,182,0
10ng/mL,183,0
10ng/mL,184,1
10ng/mL,185,0
10ng/mL,186,0
10ng/mL,187,0
10ng/mL,188,0
10ng/mL,189,0
10ng/mL,190,0
10ng/mL,191,1
10ng/mL,192,0
10ng/mL,193,0
10ng/mL,194,1
10ng/mL,195,1
10ng/mL,196,0
10ng/mL,197,0
10ng/mL,198,0
10ng/mL,199,0
10ng/mL,200,0
10ng/mL,201,1
10ng/mL,202,0
10ng/mL,203,0
10ng/mL,204,0
10ng/mL,205,1
10ng/mL,206,0
10ng/mL,207,0
10ng/mL,208,0
10ng/mL,209,0
10ng/mL,210,0
10ng/mL,211,0
10ng/mL,212,0
10ng/mL,213,1
10ng/mL,214,1
10ng/mL,215,1
10ng/mL,216,1
10ng/mL,217,0
10ng/mL,218,0
10ng/mL,219,0
10ng/mL,220,0
10ng/mL,221,1
10ng/mL,222,0
10ng/mL,223,1
10ng/mL,224,0
10ng/mL,225,0
10ng/mL,226,0
10ng/mL,227,0
10ng/mL,228,0
10ng/mL,229,0
10ng/mL,230,0
10ng/mL,231,0
10ng/mL,232,1
10ng/mL,233,0
10ng/mL,234,1
10ng/mL,235,0
10ng/mL,236,0
10ng/mL,237,0
10ng/mL,238,0
10ng/mL,239,0
10ng/mL,240,0
10ng/mL,241,0
10ng/mL,242,0
10ng/mL,243,0
10ng/mL,244,1
10ng/mL,245,1
10ng/mL,246,0
10ng/mL,247,0
10ng/mL,248,0
10ng/mL,249,0
10ng/mL,250,0
10ng/mL,251,0
10ng/mL,252,0
10ng/mL,253,1
10ng/mL,254,1
10ng/mL,255,1
10ng/mL,256,1
10ng/mL,257,0
10ng/mL,258,0
10ng/mL,259,0
10ng/mL,260,0
10ng/mL,261,1
10ng/mL,262,0
10ng/mL,263,0
10ng/mL,264,1
10ng/mL,265,1
10ng/mL,266,0
10ng/mL,267,1
10ng/mL,268,0
10ng/mL,269,0
10ng/mL,270,0
10ng/mL,271,0
10ng/mL,272,0
10ng/mL,273,0
10ng/mL,274,0
10ng/mL,275,0
10ng/mL,276,0
10ng/mL,277,1
10ng/mL,278,0
10ng/mL,279,0
10ng/mL,280,0
10ng/mL,281,1
10ng/mL,282,0
10ng/mL,283,1
10ng/mL,284,0
10ng/mL,285,0
10ng/mL,286,0
10ng/mL,287,0
10ng/mL,288,0
10ng/mL,289,1
10ng/mL,290,1
10ng/mL,291,0
10ng/mL,292,0
10ng/mL,293,0
10ng/mL,294,0
10ng/mL,295,0
10ng/mL,296,0
10ng/mL,297,0
10ng/mL,298,1
10ng/mL,299,0
10ng/mL,300,0
10ng/mL,301,0
10ng/mL,302,1
10ng/mL,303,0
10ng/mL,304,0
10ng/mL,305,0
10ng/mL,306,0
10ng/mL,307,0
10ng/mL,308,0
10ng/mL,309,0
10ng/mL,310,0
10ng/mL,311,0
10ng/mL,312,0
10ng/mL,313,0
10ng/mL,314,0
10ng/mL,315,0
10ng/mL,316,0
10ng/mL,317,0
10ng/mL,318,0
10ng/mL,319,1
10ng/mL,320,0
10ng/mL,321,0
10ng/mL,322,0
10ng/mL,323,0
10ng/mL,324,1
10ng/mL,325,0
10ng/mL,326,0
10ng/mL,327,0
10ng/mL,328,0
10ng/mL,329,0
10ng/mL,330,0
10ng/mL,331,1
10ng/mL,332,0
10ng/mL,333,0
10ng/mL,334,0
10ng/mL,335,0
10ng/mL,336,0
10ng/mL,337,1
10ng/mL,338,0
10ng/mL,339,0
10ng/mL,340,0
10ng/mL,341,0
10ng/mL,342,0
10ng/mL,343,0
10ng/mL,344,0
10ng/mL,345,0
10ng/mL,346,0
10ng/mL,347,1
10ng/mL,348,1
10ng/mL,349,1
10ng/mL,350,0
10ng/mL,351,0
10ng/mL,352,0
10ng/mL,353,0
10ng/mL,354,0
10ng/mL,355,1
10ng/mL,356,0
10ng/mL,357,0
10ng/mL,358,1
10ng/mL,359,0
10ng/mL,360,1
10ng/mL,361,0
10ng/mL,362,0
10ng/mL,363,1
10ng/mL,364,0
10ng/mL,365,0
10ng/mL,366,1
10ng/mL,367,0
10ng/mL,368,0
10ng/mL,369,0
10ng/mL,370,0
10ng/mL,371,0
10ng/mL,372,0
10ng/mL,373,0
10ng/mL,374,0
10ng/mL,375,0
10ng/mL,376,0
10ng/mL,377,0
10ng/mL,378,0
10ng/mL,379,1
10ng/mL,380,0
10ng/mL,381,0
10ng/mL,382,1
10ng/mL,383,1
10ng/mL,384,1
10ng/mL,385,0
10ng/mL,386,0
10ng/mL,387,0
10ng/mL,388,0
10ng/mL,389,0
10ng/mL,390,0
10ng/mL,391,1
10ng/mL,392,0
10ng/mL,393,1
10ng/mL,394,0
10ng/mL,395,0
10ng/mL,396,0
10ng/mL,397,0
10ng/mL,398,0
10ng/mL,399,0
50ng/mL,400,1
50ng/mL,401,1
50ng/mL,402,1
50ng/mL,403,0
50ng/mL,404,1
50ng/mL,405,1
50ng/mL,406,1
50ng/mL,407,0
50ng/mL,408,1
50ng/mL,409,0
50ng/mL,410,0
50ng/mL,411,1
50ng/mL,412,1
50ng/mL,413,0
50ng/mL,414,0
50ng/mL,415,0
50ng/mL,416,0
50ng/mL,417,1
50ng/mL,418,0
50ng/mL,419,0
50ng/mL,420,1
50ng/mL,421,1
50ng/mL,422,1
50ng/mL,423,1
50ng/mL,424,1
50ng/mL,425,0
50ng/mL,426,1
50ng/mL,427,1
50ng/mL,428,1
50ng/mL,429,1
50ng/mL,430,1
50ng/mL,431,1
50ng/mL,432,1
50ng/mL,433,1
50ng/mL,434,1
50ng/mL,435,0
50ng/mL,436,1
50ng/mL,437,1
50ng/mL,438,1
50ng/mL,439,1
50ng/mL,440,1
50ng/mL,441,1
50ng/mL,442,1
50ng/mL,443,1
50ng/mL,444,1
50ng/mL,445,0
50ng/mL,446,1
50ng/mL,447,0
50ng/mL,448,1
50ng/mL,449,1
50ng/mL,450,1
50ng/mL,451,0
50ng/mL,452,1
50ng/mL,453,1
50ng/mL,454,1
50ng/mL,455,0
50ng/mL,456,0
50ng/mL,457,0
50ng/mL,458,1
50ng/mL,459,1
50ng/mL,460,1
50ng/mL,461,1
50ng/mL,462,1
50ng/mL,463,0
50ng/mL,464,0
50ng/mL,465,1
50ng/mL,466,1
50ng/mL,467,0
50ng/mL,468,0
50ng/mL,469,0
50ng/mL,470,1
50ng/mL,471,0
50ng/mL,472,1
50ng/mL,473,1
50ng/mL,474,1
50ng/mL,475,1
50ng/mL,476,0
50ng/mL,477,1
50ng/mL,478,0
50ng/mL,479,1
50ng/mL,480,0
50ng/mL,481,1
50ng/mL,482,1
50ng/mL,483,1
50ng/mL,484,1
50ng/mL,485,1
50ng/mL,486,0
50ng/mL,487,1
50ng/mL,488,1
50ng/mL,489,1
50ng/mL,490,0
50ng/mL,491,0
50ng/mL,492,0
50ng/mL,493,0
50ng/mL,494,0
50ng/mL,495,0
50ng/mL,496,1
50ng/mL,497,0
50ng/mL,498,0
50ng/mL,499,1
50ng/mL,500,1
50ng/mL,501,1
50ng/mL,502,0
50ng/mL,503,0
50ng/mL,504,0
50ng/mL,505,1
50ng/mL,506,1
50ng/mL,507,1
50ng/mL,508,0
50ng/mL,509,1
50ng/mL,510,1
50ng/mL,511,1
50ng/mL,512,0
50ng/mL,513,1
50ng/mL,514,0
50ng/mL,515,0
50ng/mL,516,1
50ng/mL,517,1
50ng/mL,518,1
50ng/mL,519,0
50ng/mL,520,1
50ng/mL,521,1
50ng/mL,522,1
50ng/mL,523,0
50ng/mL,524,1
50ng/mL,525,1
50ng/mL,526,1
50ng/mL,527,1
50ng/mL,528,0
50ng/mL,529,1
50ng/mL,530,1
50ng/mL,531,0
50ng/mL,532,1
50ng/mL,533,0
50ng/mL,534,1
50ng/mL,535,1
50ng/mL,536,1
50ng/mL,537,0
50ng/mL,538,0
50ng/mL,539,1
50ng/mL,540,1
50ng/mL,541,1
50ng/mL,542,1
50ng/mL,543,1
50ng/mL,544,1
50ng/mL,545,1
50ng/mL,546,1
50ng/mL,547,1
50ng/mL,548,1
50ng/mL,549,1
50ng/mL,550,1
50ng/mL,551,0
50ng/mL,552,0
50ng/mL,553,1
50ng/mL,554,0
50ng/mL,555,1
50ng/mL,556,1
50ng/mL,557,1
50ng/mL,558,0
50ng/mL,559,1
50ng/mL,560,1
50ng/mL,561,1
50ng/mL,562,1
50ng/mL,563,1
50ng/mL,564,0
50ng/mL,565,1
50ng/mL,566,0
50ng/mL,567,0
50ng/mL,568,0
50ng/mL,569,1
50ng/mL,570,0
50ng/mL,571,1
50ng/mL,572,1
50ng/mL,573,1
50ng/mL,574,0
50ng/mL,575,0
50ng/mL,576,0
50ng/mL,577,0
50ng/mL,578,1
50ng/mL,579,0
50ng/mL,580,1
50ng/mL,581,1
50ng/mL,582,1
50ng/mL,583,1
50ng/mL,584,0
50ng/mL,585,1
50ng/mL,586,1
50ng/mL,587,1
50ng/mL,588,0
50ng/mL,589,0
50ng/mL,590,1
50ng/mL,591,0
50ng/mL,592,1
50ng/mL,593,0
50ng/mL,594,1
50ng/mL,595,0
50ng/mL,596,1
50ng/mL,597,1
50ng/mL,598,1
50ng/mL,599,1
50ng/mL,600,1
50ng/mL,601,1
50ng/mL,602,1
50ng/mL,603,1
50ng/mL,604,0
50ng/mL,605,1
50ng/mL,606,1
50ng/mL,607,1
50ng/mL,608,1
50ng/mL,609,1
50ng/mL,610,0
50ng/mL,611,1
50ng/mL,612,1
50ng/mL,613,1
50ng/mL,614,0
50ng/mL,615,1
50ng/mL,616,1
50ng/mL,617,1
50ng/mL,618,1
50ng/mL,619,1
50ng/mL,620,0
50ng/mL,621,0
50ng/mL,622,1
50ng/mL,623,1
50ng/mL,624,0
50ng/mL,625,0
50ng/mL,626,0
50ng/mL,627,1
50ng/mL,628,1
50ng/mL,629,0
50ng/mL,630,1
50ng/mL,631,0
50ng/mL,632,0
50ng/mL,633,1
50ng/mL,634,1
50ng/mL,635,1
50ng/mL,636,1
50ng/mL,637,1
50ng/mL,638,1
50ng/mL,639,1
50ng/mL,640,0
50ng/mL,641,1
50ng/mL,642,0
50ng/mL,643,1
50ng/mL,644,1
50ng/mL,645,0
50ng/mL,646,0
50ng/mL,647,0
50ng/mL,648,0
50ng/mL,649,1
50ng/mL,650,1
50ng/mL,651,1
50ng/mL,652,1
50ng/mL,653,1
50ng/mL,654,0
50ng/mL,655,1
50ng/mL,656,0
50ng/mL,657,1
50ng/mL,658,1
50ng/mL,659,1
50ng/mL,660,0
50ng/mL,661,0
50ng/mL,662,1
50ng/mL,663,1
50ng/mL,664,1
50ng/mL,665,1
50ng/mL,666,0
50ng/mL,667,0
50ng/mL,668,1
50ng/mL,669,1
50ng/mL,670,1
50ng/mL,671,1
50ng/mL,672,0
50ng/mL,673,1
50ng/mL,674,0
50ng/mL,675,1
50ng/mL,676,0
50ng/mL,677,0
50ng/mL,678,0
50ng/mL,679,1
50ng/mL,680,1
50ng/mL,681,1
50ng/mL,682,1
50ng/mL,683,0
50ng/mL,684,1
50ng/mL,685,1
50ng/mL,686,0
50ng/mL,687,1
50ng/mL,688,1
50ng/mL,689,1
50ng/mL,690,0
50ng/mL,691,1
50ng/mL,692,0
50ng/mL,693,1
50ng/mL,694,1
50ng/mL,695,1
50ng/mL,696,1
50ng/mL,697,1
50ng/mL,698,1
50ng/mL,699,0
50ng/mL,700,1
50ng/mL,701,1
50ng/mL,702,1
50ng/mL,703,0
50ng/mL,704,0
50ng/mL,705,1
50ng/mL,706,1
50ng/mL,707,0
50ng/mL,708,0
50ng/mL,709,0
50ng/mL,710,0
50ng/mL,711,1
50ng/mL,712,0
50ng/mL,713,1
50ng/mL,714,0
50ng/mL,715,1
50ng/mL,716,1
50ng/mL,717,1
50ng/mL,718,1
50ng/mL,719,1
50ng/mL,720,1
50ng/mL,721,1
50ng/mL,722,1
50ng/mL,723,1
50ng/mL,724,0
50ng/mL,725,0
50ng/mL,726,1
50ng/mL,727,1
50ng/mL,728,1
50ng/mL,729,1
50ng/mL,730,0
50ng/mL,731,1
50ng/mL,732,1
50ng/mL,733,1
50ng/mL,734,1
50ng/mL,735,1
50ng/mL,736,1
50ng/mL,737,0
50ng/mL,738,1
50ng/mL,739,0
50ng/mL,740,1
50ng/mL,741,1
50ng/mL,742,0
50ng/mL,743,0
50ng/mL,744,1
50ng/mL,745,1
50ng/mL,746,1
50ng/mL,747,0
50ng/mL,748,1
50ng/mL,749,0
50ng/mL,750,1
50ng/mL,751,1
50ng/mL,752,1
50ng/mL,753,1
50ng/mL,754,1
50ng/mL,755,1
50ng/mL,756,1
50ng/mL,757,1
50ng/mL,758,1
50ng/mL,759,1
50ng/mL,760,1
50ng/mL,761,1
50ng/mL,762,1
50ng/mL,763,1
50ng/mL,764,0
50ng/mL,765,1
50ng/mL,766,1
50ng/mL,767,1
50ng/mL,768,1
50ng/mL,769,1
50ng/mL,770,1
50ng/mL,771,1
50ng/mL,772,0
50ng/mL,773,1
50ng/mL,774,1
50ng/mL,775,1
50ng/mL,776,0
50ng/mL,777,0
50ng/mL,778,1
50ng/mL,779,1
50ng/mL,780,1
50ng/mL,781,0
50ng/mL,782,1
50ng/mL,783,1
50ng/mL,784,0
50ng/mL,785,1
50ng/mL,786,0
50ng/mL,787,1
50ng/mL,788,1
50ng/mL,789,1
50ng/mL,790,1
50ng/mL,791,0
50ng/mL,792,1
50ng/mL,793,1
50ng/mL,794,1
50ng/mL,795,0
50ng/mL,796,1
50ng/mL,797,1
50ng/mL,798,1
50ng/mL,799,0
