TRAIL_conc,simulation,apoptosis
50ng/mL,498,0
50ng/mL,500,1
50ng/mL,502,0
50ng/mL,504,0
50ng/mL,506,1
50ng/mL,508,0
50ng/mL,510,1
50ng/mL,512,0
50ng/mL,514,0
50ng/mL,516,1
50ng/mL,518,1
50ng/mL,520,1
50ng/mL,522,1
50ng/mL,524,1
50ng/mL,526,1
50ng/mL,528,0
50ng/mL,530,1
50ng/mL,532,1
50ng/mL,534,1
50ng/mL,536,1
50ng/mL,538,0
50ng/mL,540,1
50ng/mL,542,1
50ng/mL,544,1
50ng/mL,546,1
50ng/mL,548,1
50ng/mL,550,1
50ng/mL,552,0
50ng/mL,554,0
50ng/mL,556,1
50ng/mL,558,0
50ng/mL,560,1
50ng/mL,562,1
50ng/mL,564,0
50ng/mL,566,0
50ng/mL,568,0
50ng/mL,570,0
50ng/mL,572,1
50ng/mL,574,0
50ng/mL,576,0
50ng/mL,578,1
50ng/mL,580,1
50ng/mL,582,1
50ng/mL,584,0
50ng/mL,586,1
50ng/mL,588,0
50ng/mL,590,1
50ng/mL,592,1
50ng/mL,594,1
50ng/mL,596,1
50ng/mL,598,1
50ng/mL,600,1
50ng/mL,602,1
50ng/mL,604,0
50ng/mL,606,1
50ng/mL,608,1
50ng/mL,610,0
50ng/mL,612,1
50ng/mL,614,0
50ng/mL,616,1
50ng/mL,618,1
50ng/mL,620,0
50ng/mL,622,1
50ng/mL,624,0
50ng/mL,626,0
50ng/mL,628,1
50ng/mL,630,1
50ng/mL,632,0
50ng/mL,634,1
50ng/mL,636,1
50ng/mL,638,1
50ng/mL,640,0
50ng/mL,642,0
50ng/mL,644,1
50ng/mL,646,0
50ng/mL,648,0
50ng/mL,650,1
50ng/mL,652,1
50ng/mL,654,0
50ng/mL,656,0
50ng/mL,658,1
50ng/mL,660,0
50ng/mL,662,1
50ng/mL,664,1
50ng/mL,666,0
50ng/mL,668,1
50ng/mL,670,1
50ng/mL,672,0
50ng/mL,674,0
50ng/mL,676,0
50ng/mL,678,0
50ng/mL,680,1
50ng/mL,682,1
50ng/mL,684,1
50ng/mL,686,0
50ng/mL,688,1
50ng/mL,690,0
50ng/mL,692,0
50ng/mL,694,1
50ng/mL,696,1
50ng/mL,698,1
50ng/mL,700,1
50ng/mL,702,1
50ng/mL,704,0
50ng/mL,706,1
50ng/mL,708,0
50ng/mL,710,0
50ng/mL,712,0
50ng/mL,714,0
50ng/mL,716,1
50ng/mL,718,1
50ng/mL,720,1
50ng/mL,722,1
50ng/mL,724,0
50ng/mL,726,1
50ng/mL,728,1
50ng/mL,730,0
50ng/mL,732,1
50ng/mL,734,1
50ng/mL,736,1
50ng/mL,738,1
50ng/mL,740,1
50ng/mL,742,0
50ng/mL,744,1
50ng/mL,746,1
50ng/mL,748,1
50ng/mL,750,1
50ng/mL,752,1
50ng/mL,754,1
50ng/mL,756,1
50ng/mL,758,1
50ng/mL,760,1
50ng/mL,762,1
50ng/mL,764,0
50ng/mL,766,1
50ng/mL,768,1
50ng/mL,770,1
50ng/mL,772,0
50ng/mL,774,1
50ng/mL,776,0
50ng/mL,778,1
50ng/mL,780,1
50ng/mL,782,1
50ng/mL,784,0
50ng/mL,786,0
50ng/mL,788,1
50ng/mL,790,1
50ng/mL,792,1
50ng/mL,794,1
50ng/mL,796,1
50ng/mL,798,1
